,listing_url,last_scraped,source,name,description,neighborhood_overview,picture_url,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,property_type,room_type,bathrooms_text,amenities,price,has_availability,calendar_last_scraped,first_review,last_review,instant_bookable,id,scrape_id,host_id,host_listings_count,host_total_listings_count,latitude,longitude,accommodates,bedrooms,beds,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
1521,https://www.airbnb.com/rooms/14237213,29/03/23,city scrape,"Nice, big and welcoming room in the south of CDMX.","Big room with private and complete bathroom, two beds. Some of the services are:<br />-Wi-Fi<br />-Pay-TV<br />Near my house you can find several types of public transportation. Also, I am located close to several schools. The street of my house is closed and monitored. One of my hobbies is to cook so I do it really good.<br /><br /><b>The space</b><br />Cozy, clean, and safe place. Nice, and quite neighborhood. The room is big and has two beds with clean sheets. Complete and private bathroom with shampoo, soap, towels, dressing room, own mirror.<br /><br /><b>Guest access</b><br />Access to comun areas, kitchen with stove, refrigerator, dishes, sinks, breakfast, meal, dinner, TV room, dinner room, washing machine, internet, garden, parking lot, pool table.<br /><br /><b>Other things to note</b><br />Private and bathroom, all meals included, medical attention if needed, first-aid kit.","Habitational and safe residence, with some green areas nearby. Close centres of tourist and cultural interest, with museums and cultural places only four blocks away. Malls with restaurants, cinemas, banks, gyms and other services only 5 minutes walking.",https://a0.muscache.com/pictures/026dfdb5-8444-4086-b14e-7c7164df5757.jpg,https://www.airbnb.com/users/show/86406466,MarÃ­a Eugenia,27/07/16,"Mexico City, Mexico","Amable, cocinera, buena anfitriona. Muestro interes en el bienestar de  las personas",sin registro,sin registro,100%,f,https://a0.muscache.com/im/pictures/user/3b4a4099-b001-4640-9158-074ce61beb03.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/3b4a4099-b001-4640-9158-074ce61beb03.jpg?aki_policy=profile_x_medium,sin registro,"['email', 'phone']",t,t,"Mexico City, Ciudad de MÃ©xico, Mexico",Tlalpan,Private room in home,Private room,1.5 baths,"[""Dedicated workspace"", ""Essentials"", ""Oven"", ""Breakfast"", ""Iron"", ""Microwave"", ""Hot water"", ""Lock on bedroom door"", ""Stove"", ""Free parking on premises"", ""Backyard"", ""Hair dryer"", ""Cooking basics"", ""Washer"", ""Refrigerator"", ""Hangers"", ""Kitchen"", ""Smoking allowed"", ""First aid kit"", ""Wifi"", ""Dishes and silverware"", ""Dishwasher"", ""Shampoo""]",$800.00,t,29/03/23,16/10/16,12/12/22,f,14237213,20200000000000.0,86406466.0,1.0,1.0,19.2976,-99.14095,2.0,1.0,2.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,30.0,60.0,90.0,365.0,40.0,3.0,0.0,5.0,5.0,4.95,4.97,4.97,5.0,4.97,1.0,0.0,1.0,0.0,0.51
1528,https://www.airbnb.com/rooms/14254645,30/03/23,city scrape,Best location at one block of Reforma Av. with AC.,"Best location , near the Angel of Independence. AC on all rooms and social area, bright, renovated and modern. Soundproof windows , Wi fi , Apple TV, elevator and all the amenities you require, confortable beds, 400TC 100% cotton linens.",sin registro,https://a0.muscache.com/pictures/dc1c184d-4391-4ecf-9cce-44e8c72600c3.jpg,https://www.airbnb.com/users/show/25910302,Fernanda,10/01/15,"Mexico City, Mexico",We have endeavored to offer a place that makes you feel at home during your visit to our unique city.,within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/9b8ddb8e-c174-41be-a58f-da618c146954.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/9b8ddb8e-c174-41be-a58f-da618c146954.jpg?aki_policy=profile_x_medium,sin registro,"['email', 'phone']",t,t,sin registro,CuauhtÃ©moc,Entire rental unit,Entire home/apt,2 baths,"[""Baby bath"", ""Long term stays allowed"", ""Host greets you"", ""Crib"", ""Children\u2019s dinnerware"", ""Essentials"", ""Iron"", ""Microwave"", ""Hot water"", ""Shampoo"", ""Air conditioning"", ""TV"", ""Hair dryer"", ""Cooking basics"", ""Elevator"", ""Heating"", ""Paid parking on premises"", ""Washer"", ""Refrigerator"", ""Hangers"", ""Room-darkening shades"", ""Kitchen"", ""First aid kit"", ""Coffee maker"", ""Pack \u2019n play/Travel crib"", ""Children\u2019s books and toys"", ""Wifi"", ""Paid parking off premises"", ""Dishes and silverware"", ""Dishwasher"", ""Bathtub"", ""Dryer"", ""Window guards""]","$1,503.00",t,30/03/23,01/09/16,20/03/23,f,14254645,20200000000000.0,25910302.0,2.0,2.0,19.4318,-99.16538,5.0,2.0,1.5,1.0,365.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,0.0,10.0,29.0,250.0,60.8,7.8,0.4,4.91,4.94,4.95,4.96,4.98,4.98,4.94,2.0,2.0,0.0,0.0,0.9
1529,https://www.airbnb.com/rooms/14759070,30/03/23,city scrape,Recamara con baÃ±o en casa colonial,"Lugares de interÃ©s: San Ãngel, ITAM, TELEVISA SAN ÃNGEL, Bazar del sÃ¡bado, CoyoacÃ¡n, restaurantes. Te va a encantar mi lugar debido al espacio acogedor, casa tipo colonial. Mi alojamiento es bueno para parejas, aventureros, y viajeros de negocios.<br /><br /><b>The space</b><br />La casa es muy bonita tipo colonial. Incluye desayuno continental<br /><br /><b>Guest access</b><br />Cocina, sala TV<br /><br /><b>Other things to note</b><br />Vivo con 2 perros muy amables y educados labrador y golden retriever",La zona empedrada de San Ãngel con sus preciosas casas y la universidad ITAM,https://a0.muscache.com/pictures/1b5f2cff-4a6d-4458-b069-8db7af503d5b.jpg,https://www.airbnb.com/users/show/14339354,Ana,15/04/14,"Mexico City, Mexico","Tengo 58 aÃ±os, madre de 2 hijos y abuela de 5 niÃ±os. Me encanta viajar, los animales, ski en nieve, el cine. En la casa hay 2 perros, Nina una labrador y Panchin un golden retriever. Los 2 son muy amigables. Soy una persona tranquila, accesible y muy amiguera.",sin registro,sin registro,0%,f,https://a0.muscache.com/im/pictures/user/f78ce8f2-5417-462b-89ad-fe3b673e7ba2.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f78ce8f2-5417-462b-89ad-fe3b673e7ba2.jpg?aki_policy=profile_x_medium,sin registro,"['email', 'phone']",t,t,"Progreso tizapan, Ciudad de MÃ©xico, Mexico",Ãlvaro ObregÃ³n,Private room in home,Private room,1 private bath,"[""Baby bath"", ""Luggage dropoff allowed"", ""TV with standard cable"", ""Host greets you"", ""Essentials"", ""Extra pillows and blankets"", ""Oven"", ""Breakfast"", ""Hot water"", ""Lock on bedroom door"", ""Free parking on premises"", ""Backyard"", ""Cooking basics"", ""Heating"", ""Refrigerator"", ""Hangers"", ""Kitchen"", ""Smoking allowed"", ""Coffee maker"", ""Bed linens"", ""Private patio or balcony"", ""Wifi"", ""Dishes and silverware"", ""Shampoo""]",$550.00,t,30/03/23,07/11/16,02/10/17,f,14759070,20200000000000.0,14339354.0,1.0,1.0,19.34368,-99.20023,2.0,1.0,2.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,0.0,0.0,0.0,211.0,6.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,0.0,1.0,0.0,0.08
1532,https://www.airbnb.com/rooms/14265585,30/03/23,city scrape,En el corazÃ³n de Polanco,sin registro,"Polanco is the most exclusive zone in Mexico City.  It has all: museums, restaurantes, boutiques, theaters, bars, parks, the best hotels and it is a safe place to be.",https://a0.muscache.com/pictures/miso/Hosting-14265585/original/a37db647-76ac-4924-b5a5-f719749bc796.jpeg,https://www.airbnb.com/users/show/9410131,Concha,13/10/13,"Federal District, Mexico","Soy productora de tv y guionista. Lo que mÃ¡s me gusta en la vida es viajar. Me encanta conocer lugares, personas, culturas. Disfruto aprender y conversar.

",sin registro,sin registro,60%,f,https://a0.muscache.com/im/users/9410131/profile_pic/1381771783/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/9410131/profile_pic/1381771783/original.jpg?aki_policy=profile_x_medium,sin registro,"['email', 'phone', 'work_email']",t,t,"Mexico City, Ciudad de MÃ©xico, Mexico",Miguel Hidalgo,Entire condo,Entire home/apt,2.5 baths,"[""Elevator"", ""Wifi"", ""Breakfast"", ""Iron"", ""Washer"", ""City skyline view"", ""Self check-in"", ""Essentials"", ""Hangers"", ""Fire extinguisher"", ""Kitchen"", ""First aid kit"", ""Dryer"", ""Building staff"", ""TV"", ""Free parking on premises"", ""Hair dryer"", ""Shampoo""]","$4,648.00",t,30/03/23,30/10/22,30/10/22,f,14265585,20200000000000.0,9410131.0,2.0,2.0,19.4325,-99.18788,4.0,2.0,3.0,2.0,7.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,28.0,58.0,88.0,177.0,1.0,1.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,0.0,0.0,0.2
1533,https://www.airbnb.com/rooms/14266129,30/03/23,city scrape,Departamento al poniente,"Te va a encantar mi lugar debido a Excelente ubicaciÃ³n, cerca de estaciÃ³n de metro y avenidas principales..",sin registro,https://a0.muscache.com/pictures/19f0be55-007f-4903-8fbe-804342d58c46.jpg,https://www.airbnb.com/users/show/86939489,Lizbeth,30/07/16,"Ciudad de Mexico, Mexico",sin registro,sin registro,sin registro,0%,f,https://a0.muscache.com/im/pictures/user/274b0408-b6b9-4a57-97ae-2ad8ecb22f3d.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/274b0408-b6b9-4a57-97ae-2ad8ecb22f3d.jpg?aki_policy=profile_x_medium,sin registro,"['email', 'phone']",t,t,sin registro,Miguel Hidalgo,Private room in rental unit,Private room,1 shared bath,"[""Wifi"", ""Breakfast"", ""Iron"", ""Washer"", ""Hangers"", ""Kitchen"", ""Lock on bedroom door"", ""Smoking allowed"", ""TV"", ""Hair dryer"", ""Essentials""]",$350.00,t,30/03/23,18/08/16,27/10/19,f,14266129,20200000000000.0,86939489.0,1.0,1.0,19.4079,-99.19481,2.0,1.0,2.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,30.0,60.0,90.0,365.0,59.0,0.0,0.0,5.0,5.0,5.0,5.0,4.98,4.98,4.97,1.0,0.0,1.0,0.0,0.73
1534,https://www.airbnb.com/rooms/14278552,29/03/23,city scrape,Antonella,"<b>The space</b><br />Te sentirÃ¡s como en casa, ambiente tranquilo, familiar, seguro las 24 hrs, zona residencial, ubicado para trasporte a los lugares mas interesantes de la Ciudad de MÃ©xico.<br /><br />Te recibirÃ© personalmente en el punto que tu lo necesites y darte la bienvenida en tu espacio, para asegurarte que tu estancia en Antonella sea la mejor experiencia en tu viaje.<br /><br /><b>Guest access</b><br />Servicio de limpieza en tu habitaciÃ³n, baÃ±o, frigobar, lavadora, jardÃ­n,cocineta, cafÃ©.<br /><br /><b>Other things to note</b><br />OrientaciÃ³n medica en caso necesario.","El barrio es una zona residencial segura, que cuenta con bellos  parques, donde se practica caminata, carrera, Ã¡reas con aparatos de ejercicio. <br />Una plaza comercial con restaurantes , tientas de marcas reconocidas, cine y diversiÃ³n  ubicada a dos minutos de la casa.",https://a0.muscache.com/pictures/1b370368-d070-43ce-b5f7-8721e01e197f.jpg,https://www.airbnb.com/users/show/48778951,Antonella,11/11/15,"Mexico City, Mexico","Soy una persona que le gusta conocer otras culturas y nacionalidades, practico Yoga Kundalini , bicicleta y escalada, mantengo una vida sana tanto fÃ­sica como espiritualmente, amo mi paÃ­s.
 Cuando tengo la oportunidad de viajar, lo hago para estar mas en contacto con otras culturas y nacionalidades.
Soy defensora de los animales y ayudo en albergues.

Me encanta leer en general tanto la novela clÃ¡sica como contemporÃ¡nea de diferentes autores uno de mis favoritos es Umberto Eco.

Amo la fotografÃ­a es mi pasiÃ³n La mÃºsica y el baile son mis jobies

La vida la vivo en cada instante disfrutÃ¡ndola como se presente y sabiendo adaptarme a las circunstancias

Me encanta ser anfitriona porque comparto mis experiencias con todos y les ofrezco lo mejor de mi.",within an hour,100%,97%,t,https://a0.muscache.com/im/pictures/user/099d5d7b-2e31-4530-b6ab-cf8a3aa33497.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/099d5d7b-2e31-4530-b6ab-cf8a3aa33497.jpg?aki_policy=profile_x_medium,sin registro,"['email', 'phone']",t,t,"Mexico City, Ciudad de MÃ©xico, Mexico",Tlalpan,Private room in home,Private room,1 shared bath,"[""Free street parking"", ""Shared patio or balcony"", ""Laundromat nearby"", ""Host greets you"", ""Dedicated workspace"", ""Essentials"", ""Mini fridge"", ""Iron"", ""Hot water"", ""Pocket wifi"", ""Backyard"", ""Hair dryer"", ""Hangers"", ""Room-darkening shades"", ""First aid kit"", ""Coffee maker"", ""Books and reading material"", ""Bed linens"", ""Private entrance"", ""Wifi"", ""Clothing storage: closet"", ""Exercise equipment: treadmill"", ""Body soap"", ""Shampoo""]",$226.00,t,29/03/23,01/10/16,27/03/23,f,14278552,20200000000000.0,48778951.0,2.0,2.0,19.30061,-99.13929,2.0,1.0,1.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,9.0,14.0,20.0,295.0,162.0,7.8,1.0,4.91,4.88,4.81,4.98,4.96,4.89,4.91,2.0,0.0,2.0,0.0,2.05
1539,https://www.airbnb.com/rooms/15172327,30/03/23,city scrape,HabitaciÃ³n en Polanco,"Lugares de interÃ©s: Departamento cÃ³modo y muy seguro ubicado en la mejor zona de MÃ©xico. Al lado del museo Sumaya, jumex, plaza carso, plaza Antara, Miyana, restaurantes, acuario, cinemas, supermercados. Te va a encantar mi lugar debido a Seguridad 24/7, piscina aquecida, gimnasio, excelente ubicaciÃ³n, ambiente familiar. . Mi alojamiento es bueno para  viajeros de negocios.<br /><br /><b>The space</b><br />HabitaciÃ³n luminosa, con baÃ±o privado, tv a cable y ventilador. La cocina cuenta con maquina de cafÃ© nespresso para cafe y capuccino, ollas y sartenes para cocinar.<br /><br /><b>Guest access</b><br />Acceso a las amenidades del edificio como gym, piscina, sala de juegos y sala de juntas.",sin registro,https://a0.muscache.com/pictures/c3a4cd86-1314-4fab-b91c-d3194c547d47.jpg,https://www.airbnb.com/users/show/96290006,Renata,22/09/16,sin registro,sin registro,within a few hours,100%,100%,f,https://a0.muscache.com/im/pictures/user/836d8820-e291-48c7-951d-73cf4f06f7aa.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/836d8820-e291-48c7-951d-73cf4f06f7aa.jpg?aki_policy=profile_x_medium,sin registro,['phone'],t,t,sin registro,Miguel Hidalgo,Private room in rental unit,Private room,1 private bath,"[""Ethernet connection"", ""Luggage dropoff allowed"", ""Single level home"", ""Long term stays allowed"", ""Host greets you"", ""Dedicated workspace"", ""Essentials"", ""Extra pillows and blankets"", ""Oven"", ""Private gym in building"", ""Hot water"", ""Lock on bedroom door"", ""Stove"", ""Free parking on premises"", ""Cooking basics"", ""Elevator"", ""Shower gel"", ""TV with Netflix, Roku"", ""Refrigerator"", ""Hangers"", ""Fire extinguisher"", ""Kitchen"", ""Coffee maker"", ""Bed linens"", ""Wifi"", ""Shared pool"", ""Dishes and silverware"", ""Shampoo""]",$690.00,t,30/03/23,02/10/16,12/11/22,f,15172327,20200000000000.0,96290006.0,1.0,1.0,19.44206,-99.19993,1.0,1.0,1.0,4.0,1125.0,4.0,4.0,1125.0,1125.0,4.0,1125.0,19.0,49.0,79.0,354.0,7.0,1.0,0.0,5.0,4.86,4.86,5.0,5.0,5.0,5.0,1.0,0.0,1.0,0.0,0.09
1549,https://www.airbnb.com/rooms/14317545,30/03/23,city scrape,"Your mexican home, a local experience.","<b>The space</b><br />Its not just space, it's a whole experience! We know the people and the places that will pull out the best of your time in MÃ©xico.<br /><br />We also have the looks, all the basics and the connections to cover all your needs.<br /><br /><b>Guest access</b><br />""All access""... Other rooms you'll need permiso,<br /><br /><b>Other things to note</b><br />Besides the people, the basics and the safety comfortable environment...<br /><br />The stay includes everything for you to be able to fix yourself a nice breakfast coffee, tee or else.",sin registro,https://a0.muscache.com/pictures/7ec76d9a-f8e0-4e03-9a0f-166ebf933d04.jpg,https://www.airbnb.com/users/show/1222626,Eder,28/09/11,"Mexico City, Mexico","Hi, I'm Eder. If you have any questions about me fell free to ask, I'm an easy going person. ""Vive y deja vivir"" is my philosophy, ",within a few hours,100%,80%,t,https://a0.muscache.com/im/users/1222626/profile_pic/1366435439/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/1222626/profile_pic/1366435439/original.jpg?aki_policy=profile_x_medium,Doctores,"['email', 'phone']",t,t,sin registro,CuauhtÃ©moc,Private room in rental unit,Private room,1.5 shared baths,"[""Ethernet connection"", ""Free street parking"", ""Luggage dropoff allowed"", ""Paid parking lot on premises"", ""Shared patio or balcony"", ""Long term stays allowed"", ""Wine glasses"", ""Cleaning products"", ""Dining table"", ""Board games"", ""32\"" HDTV with Chromecast, standard cable"", ""Toaster"", ""Laundromat nearby"", ""Host greets you"", ""Dedicated workspace"", ""Essentials"", ""Extra pillows and blankets"", ""Bluetooth sound system"", ""Oven"", ""Iron"", ""Microwave"", ""Hot water"", ""Game console: PS4"", ""Lock on bedroom door"", ""Stove"", ""Hair dryer"", ""Cooking basics"", ""Refrigerator"", ""Fast wifi \u2013 55 Mbps"", ""Hangers"", ""Kitchen"", ""Smoking allowed"", ""First aid kit"", ""Freezer"", ""Books and reading material"", ""Bed linens"", ""Coffee maker"", ""Pets allowed"", ""Paid parking off premises"", ""Dishes and silverware"", ""Bathtub"", ""Shampoo""]",$246.00,t,30/03/23,23/09/16,22/03/23,f,14317545,20200000000000.0,1222626.0,3.1,3.8,19.4201,-99.15326,1.0,1.0,1.0,3.0,120.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,10.0,10.0,10.0,253.0,53.0,12.0,0.4,4.87,4.87,4.83,4.92,4.96,4.87,4.91,5.0,0.0,5.0,0.0,0.67
1550,https://www.airbnb.com/rooms/14806581,30/03/23,city scrape,Private room w/breakfast in the heart of Roma,"Welcome to Roma Neighborhood!<br /><br />Cozy/quiet place, well-located, one block away from the Fountain of Cibeles and four from Condesa neigborhood. <br /><br />Surrounded by parks and excellent restaurants, you will love the place for its excellent location and the cultural diversity you will find across the streets, as well as the characteristic historic buildings of the neighborhood.<br /><br /><b>Guest access</b><br />All common areas are available (including washer/dryer machine).<br /><br /><b>Other things to note</b><br />Please note that I have a small-breed dog (human-friendly and fully respectful with guestâs belongings). He will not have access to your room although he might be around on common areas from time to time.<br /><br />Self-service breakfast includes:<br />- Cereal<br />- Milk<br />- Orange juice <br />- Fruit<br />- Toasted bread/crackets<br />- Peanut butter/jams","Artsy, bohemian neighborhood located 20 minutes away from the Centro Historico (Historic Downtown) and next to Condesa neighborhood.<br /><br />Roma offers a pleasant change of peace from Mexico Cityâs busy downtown. Spend the day wandering around the neighborhoods, taking in the tranquil atmosphere and admiring the beautifully restored Art Deco architecture, wide parks and welcoming plazas.<br /><br />This area is also great for browsing the local art galleries, shops and markets.  <br /><br />Roma is also known for having some of Mexico Cityâs best dining and nightlife.",https://a0.muscache.com/pictures/miso/Hosting-14806581/original/d33cc448-8772-41be-a056-72fd218a8e36.jpeg,https://www.airbnb.com/users/show/54084031,Ruben,10/01/16,"Mexico City, Mexico","Hi!

Cool&chill guy interested in sharing his place for those visitors to my city. 

Personally I love Mexico City so I hope you love it as well. No matter if you are on a business or pleasure trip, IÂ´ll be glad to give you my best reccomendations for your stay.   ",within an hour,100%,84%,t,https://a0.muscache.com/im/pictures/user/d6eaaaad-c3a3-4a4a-a838-bee6e6688bfd.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d6eaaaad-c3a3-4a4a-a838-bee6e6688bfd.jpg?aki_policy=profile_x_medium,Roma Norte,"['email', 'phone']",t,t,"Mexico City, Ciudad de MÃ©xico, Mexico",CuauhtÃ©moc,Private room in condo,Private room,1 private bath,"[""Ethernet connection"", ""Hot water kettle"", ""Luggage dropoff allowed"", ""Conditioner"", ""Single level home"", ""Wine glasses"", ""Cleaning products"", ""Dining table"", ""Board games"", ""Toaster"", ""Coffee"", ""Host greets you"", ""Essentials"", ""Dedicated workspace"", ""Extra pillows and blankets"", ""Oven"", ""Breakfast"", ""Iron"", ""Microwave"", ""Hot water"", ""Lock on bedroom door"", ""Stove"", ""TV"", ""Hair dryer"", ""Cooking basics"", ""Elevator"", ""Heating"", ""Cleaning available during stay"", ""Shower gel"", ""Washer"", ""Piano"", ""Drying rack for clothing"", ""Refrigerator"", ""Game console: Nintendo Wii"", ""Hangers"", ""Room-darkening shades"", ""Kitchen"", ""Blender"", ""Smoking allowed"", ""First aid kit"", ""Exercise equipment: yoga mat"", ""Books and reading material"", ""Bed linens"", ""Coffee maker"", ""Private patio or balcony"", ""Hammock"", ""Dishes and silverware"", ""Fast wifi \u2013 149 Mbps"", ""Dryer"", ""Clothing storage: closet"", ""Carbon monoxide alarm"", ""Body soap"", ""Shampoo""]","$1,074.00",t,30/03/23,21/11/16,21/12/20,f,14806581,20200000000000.0,54084031.0,2.0,3.0,19.42,-99.16639,2.0,1.0,1.0,4.0,27.0,4.0,4.0,1125.0,1125.0,4.0,1125.0,13.0,13.0,40.0,130.0,16.0,0.0,0.0,5.0,5.0,4.94,5.0,4.94,5.0,5.0,2.0,1.0,1.0,0.0,0.21
1556,https://www.airbnb.com/rooms/14335261,29/03/23,city scrape,Bonita habitaciÃ³n al sur de la CDMX,"Bonita y cÃ³moda habitaciÃ³n en residencia, bien iluminada, con vista al jardÃ­n, cama individual, baÃ±o privado, escritorio y closet. Alojamiento ideal para profesionistas, mÃ©dicos, estudiantes y aventureros. CompartirÃ¡s Ã¡reas comunes, amplio jardÃ­n, en el que podrÃ¡s tomar el sol, estudio para una buena lectura, cocina equipada (refrigerador, estufa, horno de microondas, lavadero, sartenes platos, vasos y cubiertos). Ãrea de lavado (lavadora y lavadero), Ã¡rea de tendido.<br /><br /><b>The space</b><br />Bienvenido!<br />Es un lugar tranquilo ideal para, trabajar, estudiar y descansar.<br />Disfruta de una cÃ³moda habitaciÃ³n privada, iluminada y bien ventilada ideal para estudiantes, profesionistas, mÃ©dicos y viajeros. (nacionales y extranjeros).<br />Ubicada en zona tranquila (Col. Valle de Tepepan), cerca de los hospitales de San Fernando (NutriciÃ³n, CancerologÃ­a, CardiologÃ­a, RehabilitaciÃ³n, INER, (10 min en auto)Instituciones educativos (ESCA de Tepepan IPN, Tec. de Monterrey, UAM , La ","Zona tranquila, vecinos amables. Caminando se encuentran varias tiendas de abarrotes, papelerÃ­as, carnicerÃ­as, pollerÃ­as, mercados, escuelas, jardines de eventos, lavanderÃ­as y farmacias puestos de comida y algunas cocinas econÃ³micas.<br />A 20 min. Caminando, tambiÃ©n podrÃ¡s encontrar supermercados como LA MEGA y el COTSCO.<br />Los dÃ­as miÃ©rcoles se establece un pequeÃ±o tianguis cerca de la casa.<br />Muy cerca se encuentra las iglesia de Santa MarÃ­a Tepepan",https://a0.muscache.com/pictures/7ea9cd70-e4e5-4dda-9e4d-77d024d88ccb.jpg,https://www.airbnb.com/users/show/87765488,Rosy,03/08/16,"Ciudad Juarez, Mexico",sin registro,within an hour,100%,67%,t,https://a0.muscache.com/im/pictures/user/995c722b-76a6-4358-9350-b1fbfc0dc36b.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/995c722b-76a6-4358-9350-b1fbfc0dc36b.jpg?aki_policy=profile_x_medium,sin registro,['phone'],t,t,"Mexico City, Ciudad de MÃ©xico, Mexico",Tlalpan,Private room in home,Private room,1 shared bath,"[""Ethernet connection"", ""Private outdoor kitchen"", ""Free street parking"", ""Hot water kettle"", ""Luggage dropoff allowed"", ""Paid parking lot on premises"", ""Long term stays allowed"", ""Dining table"", ""Outdoor dining area"", ""Host greets you"", ""Essentials"", ""Extra pillows and blankets"", ""Oven"", ""Microwave"", ""Hot water"", ""Lock on bedroom door"", ""Stove"", ""Pocket wifi"", ""Backyard"", ""Cooking basics"", ""Rice maker"", ""Cleaning available during stay"", ""Washer"", ""Trash compactor"", ""Drying rack for clothing"", ""Refrigerator"", ""Hangers"", ""Room-darkening shades"", ""Kitchen"", ""Blender"", ""Freezer"", ""Books and reading material"", ""Bed linens"", ""Coffee maker"", ""Private living room"", ""Wifi"", ""Patio or balcony"", ""Dishes and silverware"", ""Bathtub"", ""Clothing storage: closet"", ""Body soap"", ""Resort access""]",$360.00,t,29/03/23,20/05/18,24/06/22,f,14335261,20200000000000.0,87765488.0,5.0,6.0,19.4,-99.14383,1.0,1.0,1.0,5.0,1125.0,5.0,5.0,1125.0,1125.0,5.0,1125.0,13.0,43.0,73.0,348.0,3.0,1.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,5.0,0.0,0.05
